Итерация,NGRADE,INIT-DEC-TBPND_PRE_EXP,INIT-DEC-TAPND_PRE_EXP,INIT-DEC-TOPPI_PRE_EXP,INIT-DEC-TOPND_PRE_EXP,INIT-DEC-TAPPI_PRE_EXP,INIT-DEC-TBPEH_PRE_EXP,INIT-DEC-TBPIN_PRE_EXP,INIT-DEC-DTBP_PRE_EXP,INIT-DEC-ETHYLENE_PRE_EXP,CHAIN-INI-ETHYLENE_PRE_EXP,CHAIN-INI-PROPYLEN_PRE_EXP,PROPAGATION-ETHYLENE-ETHYLENE_PRE_EXP,PROPAGATION-ETHYLENE-PROPYLEN_PRE_EXP,PROPAGATION-PROPYLEN-ETHYLENE_PRE_EXP,PROPAGATION-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-MON-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-MON-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-MON-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-MON-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-AGENT-ETHYLENE-PAL_PRE_EXP,CHAT-AGENT-PROPYLEN-PAL_PRE_EXP,TERM-DIS-ETHYLENE-ETHYLENE_PRE_EXP,TERM-DIS-ETHYLENE-PROPYLEN_PRE_EXP,TERM-DIS-PROPYLEN-ETHYLENE_PRE_EXP,TERM-DIS-PROPYLEN-PROPYLEN_PRE_EXP,TERM-COMB-ETHYLENE-ETHYLENE_PRE_EXP,TERM-COMB-ETHYLENE-PROPYLEN_PRE_EXP,TERM-COMB-PROPYLEN-ETHYLENE_PRE_EXP,TERM-COMB-PROPYLEN-PROPYLEN_PRE_EXP,B-SCISSION-ETHYLENE_PRE_EXP,B-SCISSION-PROPYLEN_PRE_EXP,CHAT-POL-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-POL-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-POL-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-POL-PROPYLEN-PROPYLEN_PRE_EXP,SC-BRANCH-ETHYLENE-ETHYLENE_PRE_EXP,SC-BRANCH-ETHYLENE-PROPYLEN_PRE_EXP,SC-BRANCH-PROPYLEN-ETHYLENE_PRE_EXP,SC-BRANCH-PROPYLEN-PROPYLEN_PRE_EXP,LDPE,MWW,MWN,FSCB
123,3,151929481106682.2,122727089215150.4,71144060831750.92,65276112768468.91,459763524378718.7,28643063469894.27,167381892333514.2,249527106966212.3,941012841.4726214,70832585.16841891,25391222.66831227,73559581.0571611,22333155.04146221,36179418.14740305,11127553.34602646,279590.5802972463,8163.766247876989,6459.909371583048,8165.174195736701,521916.5690885824,369151.0803349614,92052187.54121925,90532757.73609345,70900535.3229647,79443581.7261073,79243503.44983809,81179537.38941638,65821671.57891608,70459385.30657347,1347.509621918499,1232.733587345485,816.4055853330277,778.7724171175937,820.6978390492502,838.2344418495499,239704127183.2468,1115141295.967512,1194823722.623307,1043649722.16619,16054.4837,134992.778,18167.9901,19.6538115
124,3,144224210073858.9,149215680189917.8,69658771662931.14,75334606449404.95,373142243868137.2,26896202712065.07,190346345554336.6,298219155060650.4,1171981234.027921,70634589.14547646,24446007.78353851,57301989.5244051,16403810.97059626,45548465.19829975,11830975.77984376,313686.7589141185,8233.709417610467,6752.74518704714,7356.104505922057,445949.4404684693,398678.0190159089,91458216.46446414,90288592.08621077,70666229.22285578,83069967.76080757,63224373.48511502,72860481.39275107,66667277.91948461,76385220.09211536,1331.395408156568,1343.265215286314,754.0565157576716,780.064643203076,739.7915577641605,862.5806630411895,287396749406.855,1007968411.231029,1237534460.562398,925874882.172638,15773.5072,119443.84,15033.4743,29.8536725
125,3,175411529824912.6,153481291540758.5,75154532275455.16,89948286897893.89,436769616398007.1,26706637503628.62,162792490314013.4,240919889623777.7,1061611764.23957,61555407.02520762,22758635.38136773,63981495.95756312,21397467.856935,32058246.11396167,8690889.616772216,329809.9153228694,7778.991913793543,5821.596101169067,5919.522406973052,388814.8434274091,465953.2400294405,77896306.87595426,91407839.25024168,84441916.21331795,87213655.23957199,86355620.50920218,83134494.50044219,67752799.39619896,74612715.84228453,1613.03604763113,1106.849798512447,678.6548085114268,653.0392731790436,961.9344271872001,930.6233926427572,223291288545.2736,1257977722.621319,1256258462.69729,1261918077.401113,16108.1704,129639.515,15197.2175,21.0937216
126,3,164933118212869.7,150125522894167.6,61543461463354.68,67616115076933.36,430199170222448.8,34504279743349.54,191504087100393.5,306706215645921.0,1090688767.875836,64046121.88039129,27390277.17005493,77471929.01026231,23854842.52260137,42211924.23968185,12118761.35237835,342706.8206378518,8530.159185973022,7119.166724155726,5991.605038023201,465299.9210779572,478931.8255952915,81306875.82990466,66795999.63055928,92754005.01511852,71020696.39298968,69812949.5089255,88092042.244253,82844689.79859719,67124739.91798502,1263.935421772585,1614.492478514394,857.3895408235926,921.5521934814658,889.7758781666391,777.588767972303,199066249509.2664,1283326295.221272,1089022889.662674,1242035845.005007,15782.9166,130896.588,17805.3599,15.2244948
127,3,158287493584409.2,118077039897437.7,67670965768643.72,81309198155091.17,466988241329222.4,32861704333632.7,227412026907281.5,288590160458331.4,951721090.9479102,68107806.95298117,27991131.1907894,63467107.04120599,23692922.02395917,32815890.36221237,11148275.40946586,346306.5353639509,8221.714702644895,6320.535800032454,6180.502328281083,538213.9591401941,479208.2030791827,76837863.23539507,84370303.14949082,73404709.65283515,92221665.87490669,85889361.67395389,73208632.70719893,69109803.14685178,87120190.74335302,1103.595408951535,1387.723367222645,912.9933033950774,682.7187652542079,731.8331524611881,756.8412973578701,231441939120.0621,1218012370.198854,998535195.3081117,1301103144.717693,15858.3899,117792.822,16118.8835,21.7632008
128,3,138876921635747.9,129590069949596.2,63088526883227.4,73836517723627.8,382407128836508.3,34012716312788.41,193580574778190.5,251481898144421.3,932737204.4647408,61190689.12005766,22514674.88138462,54044754.42501989,20979474.7090172,35172564.25166951,10642538.35884688,378731.0175488517,7974.512233285112,5688.046976039986,6237.054085480313,535244.5860223656,390996.0350257111,82399779.11067136,92648573.86803387,86897033.16693182,90551956.23662297,64986857.25728898,72268989.16239011,79563283.67250182,70603334.98565741,1623.894331975938,1598.998319988724,700.7695471700271,926.4788877709175,898.9135455353535,759.0577953781835,266903453397.7242,1050125634.353668,1309117346.744405,1093787575.151561,16011.5707,92688.015,12806.4825,29.8243928
129,3,148127790584255.9,136170284460678.5,65289231149691.8,83746520354415.62,390036582987843.3,32870756724858.76,212418754203112.3,296368500893700.4,1199723219.298534,58018047.53189358,29422043.22608618,74725100.95278642,19349850.16372924,46123976.89563201,11957966.92897527,340106.9643109244,7943.630539649123,5293.253779118413,8089.328449704753,429451.2443327431,535096.0179818943,67439583.78895554,65687096.86368151,83217197.42586379,83947399.56528707,92398786.94716495,75787896.02944058,86125276.68636414,72483144.87948671,1236.182598500207,1538.662382035284,960.71616711093,658.6378772233827,900.8530193043118,889.6526133210044,288509589908.8664,884371034.7695141,1318584733.288648,885370197.749011,15851.7962,139599.038,17606.0105,22.9508927
130,3,141553683333801.1,139965953666604.8,64445423489916.84,62783573322371.26,349300369200997.3,30045247588636.73,162460235077392.3,225950782622580.2,941667381.9474965,69200386.76968455,27574510.99266669,58207042.13516827,19590576.72319819,38999584.99987949,9824892.907458821,289502.0612440493,9127.455420177863,6951.262215878583,5621.288829143833,412570.7981230299,406558.8503198758,67607530.3606225,92907713.59820719,87746001.42031401,65110649.26176126,65067252.07849623,75478612.94817078,90303979.42570314,67199937.50814897,1410.835871025347,1572.408863294232,864.471956843189,936.05507379401,849.879398071779,785.2871922285576,220976854190.3573,962845322.5086632,1050365436.516446,1107544769.980238,16163.0991,134728.415,15507.1907,23.0952272
131,3,135141537721340.3,168482077174603.0,62876287970053.59,61781795503301.79,411501940818557.6,35290297340496.04,192079515090541.0,265474596136060.4,841475031.2558223,59846752.84363201,32473772.73026601,68580464.09603764,23957781.10243811,38287242.79438891,8305893.634620562,292970.9413158023,9582.972627947654,5689.443522380202,6347.241982149531,497457.2947037803,369714.7119894693,80456395.18265644,89298455.5785113,90568232.51037322,63483262.26887525,79981410.9003688,93142849.53648177,70670228.42179048,81139833.645614,1501.99689010576,1213.418814784783,758.3498662795585,812.0943469682938,746.9059634582976,959.2782684129935,272705617683.2332,897954872.3374668,1015789960.112291,1278204437.826515,15947.9486,128025.336,16731.7267,23.8607912
132,3,171261790623660.4,142906791106020.5,64205174757351.95,69238555645791.15,376679576591042.6,28299004312815.65,201970562791453.6,254696893425398.6,1161186292.325901,56167358.52983414,23033920.82228421,71351872.01206142,23987720.52430858,46315464.76051231,9925468.201161487,303848.8673367088,7876.96576197188,5289.247239649645,5959.5096988045,529140.683319211,380224.0003802933,91699955.79412922,92163811.02102071,88781311.78943509,65224967.07962526,82396723.98640244,92784000.1924893,81199600.8457632,76786235.49733531,1239.999147092976,1202.080124225546,680.8959177408966,800.6475293809926,860.3738442626234,904.3311171532446,223749657761.0601,1181744894.95724,988451482.5812515,1103323680.809476,16018.9377,130441.115,17720.2797,18.8925241
133,3,179562428454156.3,145301649267872.2,82293333780060.16,88980247318412.78,443182630073517.9,31072930054724.02,200397197172850.3,249650120757476.8,1102420417.976689,57814884.56572055,28103600.34118977,62513859.37747709,21116481.66188794,38435411.58107263,8869868.490169737,302829.9795802966,9058.427937208824,6274.718436844642,5739.993855547294,483011.6722833893,379623.9704016664,83178630.1301303,71967693.8773934,90073449.8088606,88638721.48636627,69583312.46904963,92313788.33897263,67081178.27526211,69464341.84173173,1544.851144985034,1378.227608614086,697.6307499967968,894.8888845605538,802.5044814781918,653.7585049937446,289999106101.1239,1190106781.93955,1205110976.66994,1061499371.027491,16078.4363,121148.393,15536.1214,28.0175753
134,3,174483882526478.7,172937281991046.6,61659880666282.48,90999233128485.78,409275510510860.6,26886740105728.31,208777264742428.3,294485519182277.3,825570447.4987867,70756754.53435233,22142434.00604026,60862583.33096137,21617041.53397258,31847919.10972586,10167772.87741754,388884.9632342921,8750.43335332131,5555.227458976475,6995.604238940656,485136.9900409756,495502.7375358914,82567359.25842637,79389469.53151548,68578506.96844216,90295470.23789132,86343006.32390957,91416119.59180507,73289423.37574479,69329065.76984754,1637.350394753026,1416.117827144904,920.4209905927382,869.5582235583919,785.7239507744365,929.6832931163261,285680970485.7213,1158684596.302132,1035264487.455248,995360369.3340645,15772.0272,100927.52,13739.4298,27.8972972
135,3,123479858306118.2,147028317957955.9,87935542206213.72,88186256821860.86,437775365711465.1,28109287280533.49,210627568646934.7,327964846803450.3,935347932.2539706,67301562.35388948,22650778.52106648,75654972.96349843,18295390.80236846,42318368.30322342,10779608.11087014,278423.6029138971,8279.5069574925,5063.394289482142,6400.849999987706,463715.2824766333,522216.1426349592,86246103.32707448,62450119.7152584,67684596.73248938,72740393.74530852,68568574.86151177,77018777.32143074,65722275.32086784,75655577.51571994,1268.986829193917,1640.128327330794,707.4876586560734,747.7844817073146,859.6349379764285,861.4180281284307,206035391155.7024,1184578798.625326,1246301532.224355,1274250177.969877,15709.0355,142569.838,18703.0508,16.0411525
136,3,179084671544026.7,143120515560951.2,86855334047805.34,81326974537072.2,400329380498829.6,35153492491899.7,167807212863688.4,326107855249716.2,1110582917.818357,61261529.78493331,27871632.99735603,59190480.21343964,17354321.78521642,31485608.34729905,9607603.633265318,282658.7143676184,7765.068509872156,5744.54857300575,6885.568182597804,379113.9635328868,375912.7157084763,80307158.47399262,81516646.61268392,66666559.93348727,81390711.80132546,88023438.31727998,75356339.43641631,86825237.50344273,64425882.75237919,1475.562231906545,1274.521095019408,779.1124436161317,944.6406258887179,684.1473922756883,654.4810030928244,244974976715.9334,1008871630.653926,944485328.0735674,926419117.7703335,15687.4847,139166.127,15500.7928,24.4609068
137,3,123119667736393.1,129598424209632.8,78801448697984.08,80904051686056.78,362127520931325.5,25302890758418.88,212148146810583.8,305540102456392.3,830346057.0147729,62547601.03854899,27662987.40125996,78150400.81707917,21423334.68230738,42730359.36855909,10829099.48513801,373292.4865630605,6987.72796239425,6734.884029297722,7282.999642297525,513787.0416445396,514546.787512208,88205275.18217227,83678926.01567644,75719653.24547729,92507660.5899446,88091017.48168732,78121941.70538875,90184696.14407824,75057244.15229535,1594.975459000323,1225.295917908779,911.0778114853756,849.1672131565742,946.3064601457289,700.2749537455763,255099615199.0119,1235379105.581189,1028274249.067687,990449910.2477117,15747.4111,114129.823,16473.8468,19.316689
138,3,129839918124593.7,170875546871343.3,85813416040208.19,71881645962717.9,379622614858772.1,30881975202032.61,169021007704836.4,315270404898916.0,943467232.7443973,64749802.09391919,27536466.58243534,76219560.87165698,18020294.44660277,32640310.81250272,9139691.498823073,337189.516012672,7142.739462582618,5763.459729224984,6244.977101635219,533794.5682982987,436563.2900375178,74074094.53447486,77640681.59924538,73980455.06357339,62590532.6657615,92930844.40285227,77405745.79841104,91416770.34311767,88852572.76286821,1104.335331009559,1133.069133626619,724.0073784957827,904.8128689158814,740.676790071031,910.2481476153221,253515717087.0383,1026689929.350793,1113756168.940035,1150391190.554275,15732.5986,128507.617,18181.0354,19.6518532
139,3,132823434247140.8,117808440131111.1,70135078190215.34,62571885350745.27,416787551500719.7,25361615865982.09,199406879934533.5,247587460808791.7,965922981.4618526,63514519.96868132,23236812.0105467,72314871.2768204,16830280.76655707,39522173.93383655,11427727.16089438,304791.9173632596,7072.740527972812,5046.508097601769,6814.504788042384,499246.2633270458,434312.2533249268,89568378.09896652,62431078.75157563,86056115.31545031,86485310.53381264,88232144.26244514,76501803.7027815,90902515.36376402,67150883.38392197,1421.917786869129,1407.114720770447,905.3242786174462,682.2188895670669,917.2197901237553,768.7390861672759,218319500993.8542,1313732855.793522,953153332.5354525,922169572.5034101,16041.2097,130669.251,17275.5611,18.2246827
140,3,157223783108093.8,165031483853295.6,86144049821239.31,87133108542780.0,487157328712952.8,35876208452742.34,202276236597006.0,324880150703401.8,1181721499.742897,51843802.99375406,25760463.3373697,71475114.69331199,17704978.61063746,32641325.52102144,10678057.03935373,343858.6322469359,9289.013349615578,6417.55829762392,5792.936677164282,378189.1977514097,537549.7890764255,63818273.58979154,70004995.3145715,86774033.53832664,78014285.82975297,83534314.49237375,86571323.74390084,83687926.11178906,90794422.54108462,1361.527444932608,1620.53576940228,950.6073000615427,844.6110931405674,653.9775231717606,663.3694877780003,272661651087.8831,990370543.0098557,1006235656.030208,1190969757.779045,15747.9607,139594.298,16715.7197,22.5348681
141,3,133652727420829.3,125154270337553.3,67311109228467.32,63472312901857.16,360093593592362.9,25572435051700.21,158546070465583.0,246973226937821.4,854384476.376518,59391166.22488441,27060017.78086949,65519523.63098568,22114253.64444791,45748612.11290613,10845408.34037091,330141.0708912129,8969.692493467079,5009.281157544588,6431.881807135026,371019.5437141357,375956.7231959587,88888949.71616375,91424994.07826488,77405423.83407027,64279831.34432472,87190354.09860528,73178439.04778981,78820900.20255798,73979064.04744132,1409.257267171978,1147.986230549582,844.1407080678549,687.9754373415167,878.1216537707444,654.2608206537009,203860359859.0547,967703851.9664471,1056917671.558695,995992501.9564558,16039.7081,138124.419,15932.1798,18.7814444
142,3,138799655041767.8,170997227082265.1,75148895833383.6,61105874354477.45,405285202641396.4,24885188193598.79,159079731400293.5,297481321107126.8,1106248315.159368,69693061.404706,26334216.56841716,73284709.8781098,21992204.66291715,34981157.93203683,9763453.088675814,276108.5440163446,9584.99829463208,7124.840184576524,8137.975918605945,473830.600892537,428549.6538079291,71873777.52849542,86323286.23733151,75046034.82756661,79507192.41771938,81084255.25780255,89996424.02609235,67010891.24318377,77866339.53886184,1528.422141317057,1337.850298751049,671.9138940539468,960.9585288093523,690.0853557640638,680.040914953579,198033020235.4408,1041580395.750861,966139458.7855052,1086630313.355718,15810.9362,137468.886,17692.1827,16.0458654
143,3,173465118105426.5,127966594536808.4,72587251877558.97,76539374720236.06,358686567740533.9,33912859723688.86,187036985294023.1,257813967027465.6,1006860658.583618,61444766.14196265,23709792.79980947,58188449.04645607,23936247.03462937,31847399.68027684,9311892.259621197,269300.1998737343,6962.83880813518,5034.594289446225,7820.055217594867,505794.8344784963,516122.1467496774,83406836.43312098,77718429.63087763,65653074.08920734,64311083.87124206,88112008.75613675,75881059.09141529,83327928.04186352,89230824.6382565,1291.730083999766,1510.510885894403,649.7193115288102,754.0054676374868,838.0641731870534,815.9394889879668,212832094718.457,1032936693.952889,902244024.1273468,999527940.6523628,15988.6943,130314.642,16093.7965,22.0412815
144,3,181023483987313.1,124826434335934.0,87214435299584.2,85032303620110.83,432473228039841.2,36619714568190.86,189421174912301.8,285381572656412.2,1136716437.078891,69864424.8011575,28106478.77794866,64292640.97347319,18900323.24207056,46355514.16395434,8264302.387578416,293128.7853236137,9484.82668341983,5085.645273625239,6555.231733174269,475228.0285815338,522863.623716248,87765638.25963908,85693103.8790758,78963793.7750676,73636815.18707018,90990076.31460033,90146777.36959504,78051050.15574941,82992177.11663358,1349.213081614702,1507.929259627584,957.4152838409625,960.3439955641097,698.2325341019682,935.7506779187611,240093515036.3138,1280568345.000318,978251621.9776654,1208394535.97801,15887.1096,130990.221,16496.0703,22.3120681
145,3,142395153927478.7,176208309176742.0,63889833769610.37,86942851289796.27,385757513477479.9,28165935863570.59,159746427476124.0,229516322119575.1,1174049555.915235,59782643.85083447,30984437.63639852,58871073.19041612,21085971.3296965,33449215.84318895,8594650.655121379,348287.0219190559,8698.626306037311,5346.326682493649,8098.320413612404,442308.0660582058,460423.4427121272,91057655.87627818,91930325.69989198,92756614.48346885,69983055.08647247,79932927.52367797,88994012.84004073,66742427.36596039,76733108.80817328,1345.512753950862,1351.346364797741,838.3775246500797,903.0184829632426,770.4081654353006,708.8732005780512,210636276810.8759,1135665814.361643,1184903525.308787,1075453152.859284,16183.9346,118086.385,14729.3456,21.7977746
