FRPRE_EXP_0,FRPRE_EXP_1,FRPRE_EXP_2,FRPRE_EXP_3,FRPRE_EXP_4,FRPRE_EXP_5,FRPRE_EXP_6,FRPRE_EXP_7,FRPRE_EXP_8,FRPRE_EXP_9,E2FD_TEMP,E2FD_FLOW,PFR1_TEMP,INIFD1_FLOW1,INIFD1_FLOW2,MWN_LDPE,MWW_LDPE,FSCBN_LDPE,TMAX_PFR1,TEMP_OUT,FLOW_LDPE
3.8607e-06,3.7905e-09,232884207.58566037,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,98.58195930059858,63571.960828693096,179.26277153937045,7.8809531305023235,1.6252883548200057,33086.6308,146088.978,25.392641,294.981592,227.61036,9673.62288
3.8607e-06,3.7905e-09,285017276.3384893,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,102.2847587402082,61220.09770753615,164.45875126781928,4.342132585210129,1.7476516191663096,33840.5235,166128.234,25.4383769,293.321148,222.170466,9473.56636
3.8607e-06,3.7905e-09,234223912.29718134,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,100.16071540184177,64878.19294721765,174.84711336572545,5.682719235490872,1.666323244952621,33906.7246,157827.215,25.3150068,293.833461,226.233504,9812.31729
3.8607e-06,3.7905e-09,268742914.77386343,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,95.99061643977727,69173.42918646429,166.65590612153034,7.381615319879158,1.422541693172214,34250.8744,155041.948,25.0623557,291.614888,219.2827,10284.8511
3.8607e-06,3.7905e-09,294765451.27617526,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,96.02436468428714,64108.2544214267,164.31541105915733,4.490183987697234,1.532901348343952,34393.7428,167687.784,25.2324917,290.668335,220.841013,9748.10907
3.8607e-06,3.7905e-09,219358730.61089912,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,96.97331505728928,62223.069485142645,169.0626230703562,7.799580521823253,1.3871411909772262,33228.7458,148413.43,25.3008778,291.510076,220.342846,9533.99103
3.8607e-06,3.7905e-09,202957199.38794318,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,102.00869921169725,63956.857648970865,170.36359066443802,6.614467896079198,1.8425425840340108,33440.1622,153721.756,25.4021818,296.379164,223.834388,9805.75836
3.8607e-06,3.7905e-09,248952985.12819606,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,102.7365434862601,63302.17897966364,174.46325450448654,7.783618106647351,1.1230471034606824,33538.4108,148250.488,25.1594196,287.607003,222.041075,9532.72112
3.8607e-06,3.7905e-09,263502289.05716914,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,96.29612594035548,68767.12518209218,175.70243834910696,6.18844931460178,1.386943343256903,34464.6631,157949.549,25.0926547,290.506783,224.975953,10159.6415
3.8607e-06,3.7905e-09,287798797.90815985,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,97.41976532452072,62612.18261432204,171.36802955038098,5.022740432145152,1.1808580351039535,34240.8535,161670.71,25.1725742,286.117141,222.128661,9437.11843
3.8607e-06,3.7905e-09,218315976.45481148,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,99.73167328115025,64651.549174970234,165.70206988096277,4.1814183515106755,1.129791369460094,34905.4402,170195.033,25.0338669,283.983998,219.651969,9666.27036
3.8607e-06,3.7905e-09,281825038.00099105,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,102.97947872360622,68385.31970908241,171.94399498287626,6.287501426359269,1.7850972360166044,34121.5671,157620.007,25.2353578,295.524506,224.671315,10248.3808
3.8607e-06,3.7905e-09,241442897.10834572,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,104.02982171293627,62540.37963085282,174.87162316017674,4.122972359037552,1.0565447879070153,34559.1289,165820.964,25.1299791,283.185556,224.222266,9334.18363
3.8607e-06,3.7905e-09,274674447.7975339,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,104.98587143841284,69336.43874109398,176.19510670077125,5.245119040425232,1.7315539328977674,34514.0214,162173.153,25.198987,294.341534,227.622666,10280.7748
3.8607e-06,3.7905e-09,215474557.50534979,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,104.14089146710651,69454.6745620129,163.17344816987114,5.006016296382415,1.9872235497583002,34547.9965,167087.909,25.2232559,296.547211,221.674151,10434.754
3.8607e-06,3.7905e-09,209072999.74283245,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,100.11591060164879,60330.80173432776,173.2534752899373,4.096031463628931,1.4795424198207912,33858.9119,164141.994,25.429068,290.017136,225.888494,9226.02946
3.8607e-06,3.7905e-09,298697746.40607554,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,95.95218632000042,63296.892066246386,164.5734491469405,4.508374738789353,1.2938449937842336,34486.9116,167377.625,25.1585423,287.104391,219.59214,9589.43001
3.8607e-06,3.7905e-09,253527850.99274528,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,102.21726714370777,67147.66972442449,177.9303606655781,5.157982435792096,1.3554614725792185,34558.6232,161565.307,25.1338053,289.393104,226.811948,9943.49797
3.8607e-06,3.7905e-09,244390685.1125067,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,97.33383074446945,67907.19314925608,167.79067374141698,7.1524929400304575,1.4924320196661607,34104.154,154992.174,25.124739,292.410999,220.42822,10165.41
3.8607e-06,3.7905e-09,249194817.50992128,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,96.54363203203675,63412.554675250816,170.40331578350583,6.391762306124523,1.3084681622276992,33857.1292,155280.904,25.2040316,289.294644,221.334188,9602.39951
3.8607e-06,3.7905e-09,274590594.08602786,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,98.01247422342888,64585.90144194021,172.35564005250893,6.426811608824741,1.711713003262899,33654.3862,154684.519,25.3379475,294.804899,224.52439,9827.16787
3.8607e-06,3.7905e-09,243042188.06233478,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,96.84108585170287,68417.96399497043,172.21730875843534,4.7555395874216195,1.4696929379292631,34805.4683,166033.285,25.1094135,290.399847,224.528095,10137.6379
3.8607e-06,3.7905e-09,275605510.0275848,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,99.77405531760802,62585.49922981053,177.98377630376004,4.73318348592414,1.1731370875602836,34223.0487,161070.85,25.2150876,286.110655,226.09585,9376.74302
3.8607e-06,3.7905e-09,241642730.8235522,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,101.26311502450646,61793.380041695505,178.31389276082555,6.195174909299668,1.6317012733065188,33293.8027,152197.461,25.4583883,293.917048,227.778201,9446.8835
3.8607e-06,3.7905e-09,202951663.84509712,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,101.70313634155094,60200.39196446984,167.02734459301806,6.85963500225,1.4316093262183522,33184.6918,151486.34,25.3855315,291.265109,219.752615,9310.7298
3.8607e-06,3.7905e-09,261409058.34062904,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,102.7132473495109,61643.873554119775,161.95551602026507,6.914404538611647,1.606118019616877,33327.303,153523.645,25.3584484,293.505251,217.705724,9556.52263
3.8607e-06,3.7905e-09,246649513.04611975,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,101.4886595134376,60362.48740364716,165.80304558634126,5.495889082198923,1.6436124223420534,33446.2884,158455.211,25.4499195,293.028307,221.108261,9366.77612
3.8607e-06,3.7905e-09,269087740.9893603,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,102.12972957538602,67870.09363174735,165.75714474531406,7.478644198479129,1.9130050907527227,33707.8213,153381.194,25.2776497,297.578756,220.988835,10285.2069
3.8607e-06,3.7905e-09,285877957.4305495,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,98.60279212664891,60362.10594401906,176.82862931369246,5.133748937690666,1.605916045032879,33410.4074,156812.028,25.5026971,292.745626,227.484791,9261.12248
3.8607e-06,3.7905e-09,249487458.06355846,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,96.45399598745028,63215.24812051196,165.5594568450297,4.52121506073825,1.835561466282945,33991.8806,165851.53,25.3908967,294.55954,222.90337,9713.41223
3.8607e-06,3.7905e-09,299411178.31323767,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,99.84483899962024,66654.51352849025,170.93157296460836,6.666614712266799,1.1196308920619544,34361.0504,156221.218,25.0133222,286.483547,220.351776,9895.10744
3.8607e-06,3.7905e-09,281351840.98794293,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,98.69501527167215,63988.585410567335,176.750506842412,5.597059897027552,1.1091523263445588,34254.2965,158019.546,25.119606,285.677836,224.323478,9541.60625
3.8607e-06,3.7905e-09,250723041.91609928,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,101.2250754364918,68593.24296787231,179.49854711749214,6.418839829966943,1.2142797526888056,34483.1971,156058.308,25.0380052,288.282804,226.138447,10066.8952
3.8607e-06,3.7905e-09,264799028.01017252,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,101.80685225760641,69923.57547095734,162.7773240037279,7.366450718421605,1.6026068475228714,34239.5853,156159.833,25.0959503,293.71336,217.863652,10431.521
3.8607e-06,3.7905e-09,259011146.03458756,250000000,1250000,1240000,60700000,2500000000,2500000000,1300000000,99.17270524802282,68966.64809665474,176.7212778748464,6.1037992487209305,1.9015761426238071,34092.7626,157310.348,25.282819,296.91361,228.110494,10304.4091
