FRPRE_EXP_0,FRPRE_EXP_1,FRPRE_EXP_2,FRPRE_EXP_3,FRPRE_EXP_4,FRPRE_EXP_5,FRPRE_EXP_6,FRPRE_EXP_7,FRPRE_EXP_8,FRPRE_EXP_9,E2FD_TEMP,E2FD_FLOW,PFR1_TEMP,INIFD1_FLOW1,INIFD1_FLOW2,MWN_LDPE,MWW_LDPE,FSCBN_LDPE,TMAX_PFR1,TEMP_OUT,FLOW_LDPE
3.8607e-06,3.7905e-09,284230533.3176714,250000000,1176813.5755504866,1240000,60700000,2248609258.0876203,2678281984.105171,1300000000,99.2529725683402,68888.00412677096,178.09253107000603,7.406165927334652,1.9548165320866775,34267.4128,159042.083,25.3420424,298.645959,228.61937,10343.8218
3.8607e-06,3.7905e-09,240480559.6107029,250000000,1018797.1066839894,1240000,60700000,2427503320.1107836,2761310654.731077,1300000000,101.64065819698551,64205.67113127316,178.9654077300074,4.464126324374629,1.9402923904618214,35350.0912,176816.585,25.4012484,295.316054,230.753877,9687.42543
3.8607e-06,3.7905e-09,237624792.08429354,250000000,1278277.077134755,1240000,60700000,2047088410.4340572,2030864846.112997,1300000000,102.1209653375738,68679.27635004639,165.15162494213305,7.902558225509921,1.8847007214216074,33278.2518,155505.46,25.6325404,302.528434,221.37047,10689.26
3.8607e-06,3.7905e-09,208155109.9250455,250000000,1144887.6940553791,1240000,60700000,2707476463.474514,2931612384.9933815,1300000000,102.35108818681402,63653.95691986296,178.10278927740228,4.988189205127989,1.8289358280757257,34572.7578,163477.8,25.2229042,292.399455,228.907219,9503.69406
3.8607e-06,3.7905e-09,247055003.04727778,250000000,1254652.7409346893,1240000,60700000,2753347037.497164,2636059062.986519,1300000000,95.45658827632458,60884.15563853159,175.57928366934937,7.787888750964006,1.2913191092836953,33032.8541,143097.587,25.2034246,288.467304,223.309939,9200.94467
3.8607e-06,3.7905e-09,218654023.09410816,250000000,1275084.8515651156,1240000,60700000,2122876055.4957645,2986484619.030777,1300000000,99.90635160831236,65677.06166238192,175.39924486842378,5.46456541202402,1.8155078171790455,34262.8559,166160.158,25.3002909,294.964923,227.311498,9891.15367
3.8607e-06,3.7905e-09,220880282.6565372,250000000,1323420.5776550623,1240000,60700000,2677544758.396863,2575552735.108327,1300000000,100.5746199069282,68996.84288751664,165.9855444517843,6.254063020253598,1.7322045010471647,33947.6144,154510.317,25.0798238,293.469461,220.801368,10258.3027
3.8607e-06,3.7905e-09,290120555.70379794,250000000,1396572.5521274623,1240000,60700000,2070557384.293991,2815887904.086594,1300000000,103.03526418758359,66779.69779569686,174.01059896417385,6.02551329284497,1.3802027551755474,33871.82,159459.612,25.1715073,290.776928,224.112618,9986.71799
3.8607e-06,3.7905e-09,268535077.2784033,250000000,1307332.5340335404,1240000,60700000,2307014734.3350935,2549472104.718038,1300000000,96.58605426164236,62990.77776292981,167.1160719741391,7.400870064919406,1.8975447215357244,32888.7447,151055.192,25.5075831,298.099945,221.882795,9790.37699
3.8607e-06,3.7905e-09,254269598.64919612,250000000,1344019.9668773527,1240000,60700000,2494570230.3299217,2248982386.215826,1300000000,95.4904343695765,67870.91780618385,174.745405608644,4.2352599399603665,1.9517853195106698,33764.6597,160970.386,25.4086174,297.33885,228.90414,10248.0938
