grade,FRPRE_EXP_0,FRPRE_EXP_1,FRPRE_EXP_2,FRPRE_EXP_3,FRPRE_EXP_4,FRPRE_EXP_5,FRPRE_EXP_6,FRPRE_EXP_7,FRPRE_EXP_8,FRPRE_EXP_9,E2FD_TEMP,E2FD_FLOW,PFR1_TEMP,INIFD1_FLOW1,INIFD1_FLOW2,MWN_LDPE,MWW_LDPE,FSCBN_LDPE,TMAX_PFR1,TEMP_OUT,FLOW_LDPE
1,4.208016679479007e-06,3.8957769580815205e-09,298731108.2751815,286203274.51022303,1299854.3753833058,1325255.0335118882,63002444.14641044,2361435661.8997154,2299621252.389568,1478835012.2214148,100,65000,170,6,1.5,36226.5941,178110.429,25.6430738,299.392409,223.82228,10285.2253
1,4.271432917091375e-06,3.684340370319649e-09,205122043.721586,226594235.44447255,1476566.4936383383,1177518.6058137815,54491977.68732742,2264569146.970284,2180221922.1216536,1054268877.1229516,100,65000,170,6,1.5,32394.8325,145831.84,22.4464564,290.018344,221.942101,9748.54809
1,3.630166895464348e-06,3.976895973817127e-09,293278589.96957254,279663770.04838574,1125742.523775644,1024209.4134745912,66266777.54926743,2706921581.733597,2138636221.8806765,1233985425.881277,100,65000,170,6,1.5,35243.3609,140084.232,21.7686004,297.383851,223.546514,10139.5422
1,3.094714267123401e-06,3.072528555807664e-09,233851790.8279596,252832003.0627548,1179881.5037123568,1366895.054319262,63862624.75657417,2681140544.3706617,2902009812.431385,1436135272.1312597,100,65000,170,6,1.5,33456.1893,170831.132,27.9173509,294.305519,224.893132,9986.94599
1,4.077361055475563e-06,3.7129160643195085e-09,218979936.8209009,200721980.00213143,1167115.8771893457,1293309.306631391,55346478.46913804,2451929547.5301733,2570838619.615716,1401928634.3389287,100,65000,170,6,1.5,31267.783,152620.459,32.8301472,280.717596,220.868709,9229.04229
1,3.161621526524284e-06,3.2412179641613303e-09,209792593.01426655,297747788.9671021,1496948.5623798594,1296604.5969872482,52163009.63191694,2351415746.6540875,2043135044.9808917,1170741041.336372,100,65000,170,6,1.5,39376.6973,211749.036,20.090003,307.377343,227.789906,10745.4508
1,3.5759199399344666e-06,4.258735154183336e-09,226488507.3044501,218492689.7399242,1296087.6648953725,1130805.852943369,72316299.81525761,2886953125.627881,2267435016.519592,1190288475.3481174,100,65000,170,6,1.5,27565.5251,105977.72,25.6618993,282.298474,219.850309,9258.60002
1,3.6869417460085066e-06,3.184785873444549e-09,218528343.50207868,219167827.44655687,1453317.4572915237,1183676.0404293633,59599795.5252277,2249370371.798124,2140052480.143905,1248076736.919448,100,65000,170,6,1.5,29898.6374,132969.343,27.7213969,291.925415,223.440445,9866.39541
1,3.589779415885621e-06,3.360835624108603e-09,288880221.15855217,202299529.51352236,1382657.5470243022,1065540.1872623542,69131126.06998199,2624418155.95298,2322058624.0862517,1290864114.976219,100,65000,170,6,1.5,26240.0938,100071.005,30.3425778,283.752321,221.879624,9411.16228
1,3.445380632591285e-06,4.3599195754956585e-09,234832911.6342821,282390536.5863575,1316367.3524478823,1014329.0564078536,70518554.9775397,2143001525.2385275,2134202495.754602,1150695534.685313,100,65000,170,6,1.5,33458.7725,132123.211,20.2011242,299.274208,223.46645,10241.7176
1,4.345735988394953e-06,3.587885806707573e-09,240683254.63804027,288660519.57412696,1145360.8490596325,1314647.660236918,58070869.66453151,2272800529.491324,2103365957.5227857,1081975033.0420313,100,65000,170,6,1.5,38817.0867,203944.754,18.8280795,302.929289,225.287299,10504.3587
1,3.2764382706036853e-06,3.194812675286353e-09,215072733.6344044,257294468.53314155,1331337.8503703063,1473838.8683676026,61622412.40958935,2583830859.405498,2622829999.595624,1182262856.2199533,100,65000,170,6,1.5,33727.9027,184063.19,22.6671079,296.014388,224.73994,10082.358
1,3.183409626541693e-06,3.568299084547211e-09,244173341.52984563,242706556.2031577,1129670.6525210547,1220578.624612313,61554502.263277575,2007425777.852727,2732548457.0018063,1473468311.7758012,100,65000,170,6,1.5,33785.6836,166906.519,29.6671633,293.396512,223.612534,9905.74288
1,4.208034479800274e-06,4.146204137330456e-09,236722570.2323264,234448673.39714384,1179338.6409779857,1249694.533349602,51376746.35273629,2984432903.7278385,2996231878.185572,1321239769.2609704,100,65000,170,6,1.5,36600.0311,175265.414,26.5243417,282.09003,220.344422,9269.31717
1,3.237684399018799e-06,3.812330851095647e-09,224321038.093806,270728766.34717333,1409369.9477699627,1080272.2701339088,66023724.63352162,2135713350.468982,2208080490.394866,1419619144.978661,100,65000,170,6,1.5,33188.9014,139538.696,26.0847085,299.601728,224.36576,10273.307
1,3.653003023709025e-06,3.3819806717393993e-09,201371065.86628228,214161000.4634836,1072720.943868461,1023193.430710888,51409304.35011701,2106788165.1760285,2883935494.713876,1224147984.6402571,100,65000,170,6,1.5,34880.2513,156995.382,27.3700425,286.291144,222.689956,9534.89264
1,3.7744694620873816e-06,3.9119232390738284e-09,255390926.8621351,250168559.7615335,1485070.770443332,1091801.0112660015,62216786.37396438,2232378462.8453603,2355683579.085339,1107951276.1714065,100,65000,170,6,1.5,32370.1995,134533.591,21.5779428,293.357147,222.408698,9915.2288
1,3.3637916722513818e-06,3.5734540514351653e-09,267373561.1610129,221883225.9385653,1123011.562393082,1115372.1839440167,49854541.4158901,2827894082.0586205,2100563106.3681917,1364610688.8654068,100,65000,170,6,1.5,35233.3403,160221.694,29.5490456,287.639504,222.645748,9584.04542
1,3.989048706969354e-06,3.969901998358639e-09,271812214.4945544,297471221.1012224,1406771.84174775,1071007.3621726185,54731649.3012541,2008346737.8549483,2437610519.1041555,1244546110.8181248,100,65000,170,6,1.5,39874.5131,181163.939,20.9590273,302.287902,224.950071,10444.2328
1,3.540097500858024e-06,3.552001946237996e-09,205065429.54702127,230189231.8970086,1420622.9194974932,1000216.6579196278,65232900.19358369,2261847598.961808,2551245019.902612,1318945595.097293,100,65000,170,6,1.5,29932.7647,115909.873,27.6945066,290.066231,222.454122,9731.37986
1,4.126107283645925e-06,3.580901148685465e-09,248617770.30247533,267386248.16245815,1134883.4919286948,1329009.585392845,68287219.9844538,2416095440.876702,2869386346.833841,1447210800.9679022,100,65000,170,6,1.5,34028.2322,164129.496,26.4903013,294.601716,223.138834,10009.551
1,3.118421047152629e-06,3.980243395017102e-09,227417866.0199816,236756323.79270163,1007835.6871869316,1164792.419323423,52617740.7860231,2109849122.3472564,2115861555.315127,1160857287.8190958,100,65000,170,6,1.5,36801.5789,187514.201,23.8915742,292.927922,223.137435,9854.2625
1,3.840711348742673e-06,3.504298229030615e-09,257755030.2437309,245579224.85751635,1472789.9442985617,1148010.7927769565,64121746.029192224,2945188411.689764,2011863168.483452,1341313290.9597402,100,65000,170,6,1.5,30970.1301,125551.215,26.5886879,292.567959,222.808286,9890.62298
1,3.904639355631216e-06,3.0561401661342954e-09,280516265.83461964,272167414.5229099,1019006.9334773562,1228900.6262276734,50740949.951506674,2848106208.6149826,2550822643.939453,1505543008.1283877,100,65000,170,6,1.5,41117.9776,213789.752,27.4645967,298.241715,225.663793,10230.0331
1,3.543879706564468e-06,4.339211926318549e-09,252774877.89490533,201520320.34807444,1273916.797231684,1034663.0161515948,58958815.19255987,2537591949.6346674,2702820012.433701,1080143736.376653,100,65000,170,6,1.5,29872.999,117977.792,24.9069765,277.474446,219.412005,8981.53705
1,3.221484875702669e-06,3.97973425449861e-09,259759644.3511334,211116713.1074743,1475500.4839329668,1078429.7220092788,57993750.7248154,2443617336.8505983,2333327065.663527,1383854130.6878722,100,65000,170,6,1.5,29815.9563,122009.683,31.1049223,284.052615,221.029267,9353.27279
1,3.275614166569132e-06,4.3411468528606274e-09,225864622.9037122,216185923.1169159,1074713.8459803218,1001771.8738582858,68510628.01378667,2400583252.6195407,2553064458.84804,1342404347.5470147,100,65000,170,6,1.5,29446.9401,112932.918,29.2882822,282.690083,220.124316,9255.68069
1,4.49852962536376e-06,4.467916635801686e-09,252934031.8579636,287513027.9275295,1479197.78005498,1122026.9367169652,53438556.49004046,2235784323.3231,2321525676.889118,1540851803.807475,100,65000,170,6,1.5,39055.7069,175298.034,26.3633307,297.320993,222.768855,10141.6239
1,3.711186782234826e-06,4.233530071385361e-09,222631964.01374665,298177076.3631344,1155154.007270555,1296634.093380595,61958888.763730936,2620140413.7655096,2062806796.1838613,1225215257.709567,100,65000,170,6,1.5,38204.6913,186546.829,20.4270435,299.998713,224.064396,10294.8799
1,4.156463207272809e-06,3.950869676090607e-09,241645558.58382976,234585047.9053029,1163665.854252859,1212096.820605289,60332582.21303065,2778888339.9718504,2765974914.4650307,1156794731.5862994,100,65000,170,6,1.5,33336.9244,148191.058,23.4188212,284.910824,220.824651,9440.22369
1,3.896280745603991e-06,3.381362842232765e-09,283474179.89367723,243688886.62077457,1173773.812517564,1233350.5005091713,63910809.768525,2506024407.0366125,2168265971.7675653,1490834777.1096249,100,65000,170,6,1.5,32367.0224,147486.097,29.9679057,294.301588,223.444278,10004.0145
1,4.44833412043553e-06,3.5233966388386173e-09,201935056.01791832,209683427.695162,1446900.50330567,1483661.267759169,70265669.45246491,2056402007.968555,2123533678.0276632,1044418911.1002156,100,65000,170,6,1.5,26466.9274,129000.228,23.9289455,288.333256,221.424223,9686.0389
1,3.587241870562141e-06,3.782061559890653e-09,294095096.15143865,288400523.0199013,1105075.788617188,1337234.1130139912,59533653.42668072,2006795851.7883103,2801985604.509719,1314122290.364715,100,65000,170,6,1.5,39236.3192,222453.614,22.7009089,300.058984,224.830833,10306.7499
1,3.9323124004803495e-06,4.392881228941724e-09,290860246.4545004,271704579.1696552,1313189.6766440985,1460277.3723830427,64268701.53126887,2518378513.7107472,2764093967.8531475,1237074509.2949357,100,65000,170,6,1.5,34968.3921,181263.133,22.0219761,291.601789,221.473049,9795.54366
1,4.410940134455881e-06,3.90444281193665e-09,271539769.7670074,279567171.51809347,1079906.5829066834,1396461.4429330418,48707786.132578105,2602775301.648204,2663227387.029397,1283941272.7220929,100,65000,170,6,1.5,42983.9361,258011.754,22.4842337,295.04343,223.340645,10017.7835
1,3.294266535128895e-06,4.169198546006457e-09,287433326.1694921,220056754.7061536,1002353.1877822492,1468954.921269101,71776715.75615129,2860529557.526804,2765354197.0685487,1252873708.4097073,100,65000,170,6,1.5,29264.9017,141792.32,26.7586286,281.067009,220.21231,9177.92967
1,3.3859067631440656e-06,4.432277497722961e-09,203686209.3883936,230834494.4707213,1091876.1922522862,1236824.1442573415,62038581.20749158,2799001424.5113115,2971116872.651502,1109001884.2392433,100,65000,170,6,1.5,32956.3109,149080.494,22.5896497,281.646988,220.00553,9197.63332
1,4.399319878858551e-06,4.514216604995418e-09,252918779.46625623,281762852.6775685,1071787.743309935,1325459.0953211011,71022784.97867955,2009739381.563238,2321331707.4474435,1470738559.1528752,100,65000,170,6,1.5,34788.8292,169115.242,25.6771589,297.408788,222.391991,10151.5916
1,3.182127838870737e-06,4.123698108418383e-09,216941669.49704236,230666432.25716788,1266082.5660151402,1359122.3468842832,51936192.373077326,2377293357.62583,2493162003.782605,1100054837.5396943,100,65000,170,6,1.5,35118.2043,192100.863,22.8360141,287.321341,221.671771,9525.59688
1,3.4398182700902747e-06,3.293691483801575e-09,209721545.23352727,224934983.3054073,1495906.334027165,1291598.0392479468,53778060.82659285,2499427631.892016,2680965398.693471,1218969925.1537054,100,65000,170,6,1.5,32427.3248,159326.122,26.1325382,288.571039,223.145789,9657.35125
1,3.877882081076939e-06,3.149027572187113e-09,215806398.006077,213386038.83165643,1299305.122080244,1208403.7619902887,72687076.2014609,2700564041.926268,2051099124.357065,1063296090.7442356,100,65000,170,6,1.5,26525.5087,108257.953,24.0186987,288.537516,222.718069,9696.5228
1,4.252322723534215e-06,3.971675391100086e-09,212799125.8103774,242689802.7169906,1319733.3659795832,1196283.5798921045,67367072.26815575,2229367925.549011,2647401432.6874537,1166975669.6344333,100,65000,170,6,1.5,31253.1533,134830.444,23.144428,289.68652,221.263274,9716.22826
1,3.241243398376788e-06,3.912833121987745e-09,228952820.85679096,252683901.30462483,1480818.0739216432,1119400.5778610338,57417425.30262368,2641232540.2221518,2373130217.77891,1381270438.0432372,100,65000,170,6,1.5,33981.3887,145529.925,26.5675942,292.150564,222.762342,9818.96777
1,3.662110102141563e-06,3.9050745416213724e-09,230730695.2435356,238015634.4770932,1410315.2160662103,1286763.8097950376,54405530.41393309,2227613638.4815507,2482333683.6352134,1133986343.7926483,100,65000,170,6,1.5,34183.4564,171651.542,23.0198349,290.380271,222.122445,9736.80664
1,3.7808058044811255e-06,4.538779584150525e-09,239611273.22463468,274371853.2465435,1485843.6959463633,1111761.8061475807,55325025.19261534,2518517220.589019,2528783184.367621,1269387158.0421257,100,65000,170,6,1.5,37129.3917,160700.456,22.4576786,292.719686,221.849765,9851.75033
1,4.160700536563838e-06,3.5627062060981413e-09,224418825.6081773,232520837.53657815,1421656.037722947,1457465.2888412557,55323124.76865217,2509025178.390836,2543812525.173397,1096769142.9080963,100,65000,170,6,1.5,33179.9698,177911.541,22.693944,288.762413,222.101318,9680.48195
1,3.9056031614704974e-06,4.120116870937368e-09,256364043.00857025,200889577.1094412,1132454.5073877345,1096440.4017185513,69435679.58942597,2069099406.490264,2217649505.779098,1263465033.242566,100,65000,170,6,1.5,27292.8558,109943.034,29.690605,283.016819,219.939885,9325.64157
1,4.3103928005207054e-06,3.8905876962894e-09,213070744.8671086,222183167.0418439,1256671.2699633918,1010500.1056081492,65279736.810711846,2783270858.872253,2035084766.0352623,1182247537.2522936,100,65000,170,6,1.5,29693.0061,111058.506,25.3304132,285.888062,220.685644,9506.13213
1,3.409794619668154e-06,3.352671516514443e-09,258013637.67880803,216243917.24393305,1042442.6076820812,1103187.5840556212,50828140.735277615,2990618500.723255,2441676815.47158,1354882495.1576476,100,65000,170,6,1.5,34903.9698,156875.95,29.9149304,285.02073,222.866246,9454.24431
1,3.447135538785431e-06,3.877006861128226e-09,223143701.75918955,237854285.4906981,1174177.116309469,1285476.8617164865,64170935.574493,2771757301.666424,2340055622.5032487,1490176993.1816823,100,65000,170,6,1.5,32010.9913,146572.841,30.0708166,288.594064,221.840081,9598.41408
1,3.6020803865319773e-06,4.387324576163593e-09,258213573.88608792,284785403.2891172,1118277.7069879032,1166249.2699977786,68499036.88830172,2244531042.1272144,2978702832.435028,1060291699.5501648,100,65000,170,6,1.5,35955.7418,160142.685,18.1778273,294.445216,222.415999,9951.60457
1,3.7325887493154336e-06,3.496233212280056e-09,296979529.65045506,211264287.89685097,1132663.860127228,1054465.8056968905,49737309.51101423,2544955644.6626034,2994104212.91,1251623152.411491,100,65000,170,6,1.5,34819.2853,154494.96,28.024599,282.244423,222.008262,9305.89104
1,3.107993037464478e-06,4.092805101449795e-09,237219544.76312268,202457784.1113609,1252864.8543614803,1254004.2568331717,70200549.9499608,2425406842.926406,2772279462.1041875,1086548386.9188085,100,65000,170,6,1.5,26959.2467,115818.003,25.1254567,279.402881,220.221672,9080.90571
1,4.356564919593032e-06,4.087365230556353e-09,271087580.3325182,207933948.195007,1225412.098578143,1092839.793281695,59816450.79320704,2595368519.4333305,2459590116.5477448,1161640855.7159696,100,65000,170,6,1.5,30383.4439,123278.47,26.1629369,280.380852,219.749143,9193.98629
1,4.513831597457409e-06,3.241900129638175e-09,206222330.9419109,247204104.03555137,1402375.238626632,1149332.1468848214,52219779.26436831,2121702373.093294,2901758288.619128,1449412470.1439333,100,65000,170,6,1.5,36136.2933,170807.999,28.6593051,293.664425,223.680188,9988.21426
1,4.082059741060861e-06,4.125608612358597e-09,254058603.693617,247191829.54456785,1216721.175035743,1275988.0469485472,68167444.92242551,2962755861.309244,2282761081.84127,1342016838.1492,100,65000,170,6,1.5,31570.6881,136129.114,26.0094578,288.191384,220.887295,9617.61872
1,3.385531134878292e-06,3.2518500787440483e-09,252121210.91833672,251054057.63225052,1266843.9099301794,1293713.388333036,62972986.15022358,2924610602.516361,2582751755.4045625,1139487212.5364056,100,65000,170,6,1.5,33019.2815,154151.216,22.1678138,292.882792,223.930058,9901.92317
1,3.1963711781269845e-06,3.927688470226338e-09,225240430.25461963,206783532.5717593,1423513.6846964909,1311092.8204699813,53632330.3776361,2989089670.993475,2431916581.089717,1422196200.7756572,100,65000,170,6,1.5,30893.5768,145006.005,32.2960561,280.058187,220.851236,9133.54169
1,4.351227561503313e-06,3.33528894698261e-09,232553622.9851684,251639220.71349,1010062.1186303408,1186574.6994609798,61087063.2555131,2931141558.975024,2164290166.4101734,1409813560.8191144,100,65000,170,6,1.5,34869.1673,154750.567,27.3741255,293.698537,223.39846,9977.75601
1,3.642103694665424e-06,3.7211200319576933e-09,254768995.4372955,296290535.0110625,1204112.8869644352,1227822.2274706636,64553601.29633594,2904083235.6535363,2400523137.795654,1459102254.62485,100,65000,170,6,1.5,36927.5815,167028.754,24.4547702,299.279383,224.474098,10254.3526
1,3.431123981907108e-06,3.7512804136893065e-09,245308718.47965223,229193592.52767828,1266840.115872469,1009539.599039996,51527405.34726179,2561639626.618689,2300364893.665536,1530098864.803445,100,65000,170,6,1.5,34807.3665,146081.102,32.1331463,288.718052,222.371217,9634.15089
1,4.147184674822904e-06,4.399486239137436e-09,297008254.96133745,209239613.8165929,1473084.0856554655,1091120.58082583,67768851.56652588,2832143764.3897505,2185282956.145547,1410739105.3229444,100,65000,170,6,1.5,27180.8707,101596.064,31.4694755,279.707312,218.889832,9130.66117
1,4.51222125840358e-06,3.350929303719823e-09,281613476.9379632,240694270.6332028,1320417.7522098846,1266263.9380646097,62518893.828180894,2045424427.0264375,2137339906.558864,1473996852.3785818,100,65000,170,6,1.5,31889.758,151297.302,30.1424278,296.266179,223.470278,10136.1976
1,4.181983263596399e-06,4.019545674116107e-09,262386610.5860455,278193332.55305564,1262008.401280986,1221669.1256937468,64044279.83131838,2616224105.9040346,2522495399.7802315,1555437056.91581,100,65000,170,6,1.5,35563.674,159036.448,27.3545814,294.948124,222.614153,10017.2677
1,4.31562265321156e-06,3.1175254331153316e-09,275281839.7849593,256896800.0643283,1367163.4869927391,1337225.30109595,52911357.55100499,2468110533.474214,2718434193.8266664,1155062746.19878,100,65000,170,6,1.5,36728.2534,194409.627,22.1307714,295.671829,224.420935,10102.6082
1,4.570285513063196e-06,3.683933732437946e-09,290546694.3173329,268880384.8724581,1199795.1907895328,1129456.1714342246,58436998.559156254,2363705794.926837,2925337544.726289,1509742517.551299,100,65000,170,6,1.5,37297.9614,167278.684,27.4169958,294.045672,222.919327,9984.94019
1,3.647120830058036e-06,4.328351840083328e-09,261200097.221296,245286524.27409065,1138757.712830351,1245215.772506358,71447196.70734042,2855907603.606785,2773089301.0539784,1095586184.7039316,100,65000,170,6,1.5,31191.9137,132764.974,21.2257386,285.484876,220.39353,9434.3171
1,3.353867000133571e-06,3.1769490261659863e-09,269330181.0835752,250513058.95161125,1353783.7401754374,1338471.235056302,71673927.1227574,2545390137.1508293,2678856966.332612,1305845240.900309,100,65000,170,6,1.5,30160.9598,139252.109,25.5955748,294.580951,224.115405,10007.3464
1,3.839575250844746e-06,4.2710490048466e-09,260024569.8404008,225348544.41072243,1042767.861418494,1112607.6830707856,71708931.13726929,2534823928.645781,2168758159.5919294,1096159024.5579722,100,65000,170,6,1.5,29363.4181,117025.709,23.1360802,285.804495,220.235447,9468.10941
1,3.3322330144166764e-06,3.1490351771933523e-09,274996271.44197434,274087848.4404953,1477471.843698079,1193358.793295766,52419613.29049354,2558915510.166841,2426416974.565072,1253188525.561838,100,65000,170,6,1.5,37516.9738,181367.026,22.8753193,300.49942,225.991519,10349.113
1,4.165455310257165e-06,3.8551456523725365e-09,284759553.7273687,243189644.12761533,1088043.922930522,1336517.9097680394,63614310.47481081,2947969170.088124,2453256952.4890146,1420766513.4837234,100,65000,170,6,1.5,33227.6897,155738.863,27.9853874,287.869662,221.41968,9607.74075
1,4.034107704785952e-06,3.5276134276414117e-09,236320763.76459363,202630568.9043595,1437912.1827402485,1143924.7898036474,51050878.38577575,2959799386.578212,2380376587.2095594,1227148454.0511563,100,65000,170,6,1.5,31172.8056,132957.477,28.4802988,280.568372,221.369564,9228.05786
1,3.541028547920429e-06,4.2764957897059885e-09,259500999.29753065,286772670.557274,1322736.695685062,1460298.142035158,62254580.5443875,2368943234.6099644,2774170192.298473,1294462611.251963,100,65000,170,6,1.5,36871.7588,202820.944,22.146631,295.779402,223.005608,10034.3102
1,3.4223597214118714e-06,3.888116290169142e-09,282363687.31578183,239155750.3936585,1188509.897384594,1462831.808674355,58537407.48118354,2882337054.702787,2402638796.487684,1198439496.9161346,100,65000,170,6,1.5,33851.6043,179506.43,24.054215,288.061831,221.942034,9589.69005
1,3.393413260648977e-06,3.674776267805543e-09,215454518.2324116,285708162.9766104,1189938.6614550503,1202331.4355178345,50961587.57538502,2134192565.719876,2146309175.1131544,1043230621.1766666,100,65000,170,6,1.5,41203.5292,220825.569,18.3851619,303.286377,226.136257,10491.1652
1,4.103341705543706e-06,3.706470187314473e-09,283242845.1086381,221814442.67368183,1291541.5506950524,1402200.402596257,61070471.12647249,2547584062.7441945,2582990593.953893,1462322382.9771135,100,65000,170,6,1.5,31014.8709,153571.754,31.3968377,285.335457,221.257797,9486.25023
1,3.862198695256333e-06,3.574505784601482e-09,257922472.63331848,225070978.1221065,1251927.4614420976,1422723.6676107,67929418.28602359,2852076771.12612,2572765841.939728,1080206146.9976194,100,65000,170,6,1.5,29449.1743,138869.048,22.8858703,285.496384,221.602576,9492.78147
1,4.146596845292297e-06,3.986279912696421e-09,229665924.74891225,267142037.9603552,1403799.434977128,1356995.5386694358,65133257.727705225,2092324672.2719688,2509494908.664322,1494364741.016498,100,65000,170,6,1.5,33625.6696,166272.024,27.4402376,295.841585,222.641162,10070.7273
1,4.619417345830521e-06,4.298162047886156e-09,286865758.98761386,236154861.0077696,1077112.900793309,1315050.272007152,72432809.26045023,2228448545.608789,2632315086.5653005,1067362530.9617304,100,65000,170,6,1.5,30478.5459,138081.533,21.5099764,286.642096,219.993715,9532.88108
1,4.331111560508537e-06,4.115866170879589e-09,245539521.2559288,265992665.9654875,1433273.5805729444,1223525.519962166,60542722.77824724,2340470176.9792566,2795056460.362297,1307091211.8145225,100,65000,170,6,1.5,35053.4011,159394.477,23.8208727,292.25604,221.815607,9852.5329
1,3.482773971872293e-06,4.429352676405461e-09,289982678.5178342,258814658.9033423,1337039.6890834277,1384389.823772049,61597867.836370096,2550895101.68111,2924814446.958505,1124104562.561246,100,65000,170,6,1.5,34585.7412,173877.42,20.8274378,288.564373,221.158052,9596.19712
1,4.1001758284956745e-06,4.00275919975085e-09,280439861.56772447,284591295.6921126,1166261.1086591545,1214082.5143063008,66853192.946694,2484882774.251327,2394643492.2701864,1084110745.1441858,100,65000,170,6,1.5,35613.9607,159716.97,18.7827344,297.475052,223.220071,10161.0017
1,4.103476493471957e-06,3.5305971693613676e-09,264815895.0362284,255018012.32514665,1429455.8563794787,1317426.7304312931,48675022.76109047,2937803015.2405176,2827796960.1812563,1462358760.669016,100,65000,170,6,1.5,37912.5956,193650.001,27.7215723,290.329371,222.850879,9757.5535
1,4.076230784749097e-06,3.3735400331066772e-09,274476001.26687497,274416726.40727466,1041818.3963416204,1416557.8319124633,62388920.0333959,2627618468.393073,2558220400.4847574,1362837239.7448063,100,65000,170,6,1.5,36730.2331,197069.456,24.5650228,297.557683,224.357786,10193.7949
1,3.644749808479211e-06,4.479409970291421e-09,298544675.0900553,255546413.2615536,1091254.8625678527,1039986.455658132,59368426.60907652,2938557894.904293,2632511758.680104,1194212138.330587,100,65000,170,6,1.5,36083.6408,146397.71,22.3067193,287.126976,220.792326,9515.91695
1,4.236789365019013e-06,4.004504322951892e-09,243922748.541787,268248608.94052243,1126375.0010099928,1317668.5978886362,49390674.67041279,2322500822.4544034,2321267033.702836,1157942581.7121353,100,65000,170,6,1.5,40966.5647,231403.077,21.1739998,295.718063,223.262464,10054.3908
1,3.750931621352866e-06,3.1876378986006483e-09,208631533.0182855,249831895.23109376,1383730.636681006,1001251.300368552,69440781.12182909,2470820650.123766,2705750114.6188965,1421603057.8292336,100,65000,170,6,1.5,30649.7581,116970.006,27.8939992,294.305777,223.803025,10006.3214
1,3.219254141923812e-06,4.218753428740493e-09,230516005.4331994,210854412.5957436,1302589.403868481,1438615.253880252,71912975.09861475,2301800619.4565005,2800591387.385265,1336714921.116905,100,65000,170,6,1.5,27239.4332,129375.626,29.7985443,281.239391,220.063142,9179.89165
1,3.554340297848148e-06,3.805631243211748e-09,281361493.86933035,232891183.73914656,1370034.9405508973,1427574.731688522,69406447.80987751,2387048675.172365,2327772947.9451404,1116565804.0551095,100,65000,170,6,1.5,29207.9678,140662.248,23.1370287,289.897095,221.865041,9712.99691
1,3.405093469594589e-06,3.883730537331407e-09,211293119.3344255,202611503.57300687,1096677.812308414,1073996.7336751674,53265503.32568172,2651213264.417077,2342753318.829321,1145694750.363484,100,65000,170,6,1.5,32338.2567,139073.325,26.6165385,281.103095,220.993807,9200.79591
1,3.839982810055362e-06,3.0869343359946836e-09,227409328.59771815,243731832.7524777,1300284.528030661,1204359.8606927376,63851406.731714085,2940615738.9757986,2747954009.447175,1195005773.880764,100,65000,170,6,1.5,32004.2241,138778.046,23.8348183,291.171865,223.689994,9840.96273
1,4.345100359969261e-06,4.018776969916529e-09,255547419.66904405,206146744.8439093,1052747.0296540535,1197861.4263156338,71054942.64034191,2248282350.128772,2974972015.222211,1070754228.9210128,100,65000,170,6,1.5,28178.3798,118763.079,24.2716266,279.407127,219.645257,9152.61086
1,3.0959767860470437e-06,3.4710448213626882e-09,287872438.38737655,252799748.91384095,1320966.6443046874,1249569.336161132,49428476.29985937,2179128682.9798465,2947494163.081749,1456437988.0672772,100,65000,170,6,1.5,38264.5858,210249.7,28.2322582,294.044149,224.376424,9937.70195
1,3.4942806111100857e-06,3.565701552672633e-09,269230300.33453965,218457372.48255,1065434.1027538278,1263629.3068124244,69066477.30997935,2030184663.7834432,2333166361.180409,1130685801.9139156,100,65000,170,6,1.5,29211.8527,136339.839,25.0047635,289.8336,222.353667,9720.49401
1,4.247949837216514e-06,3.6812435686261117e-09,238852736.64447248,274332025.16236985,1376260.1416883052,1433019.3401447197,58504479.03966874,2568507052.6965346,2512657325.179987,1356410701.8758495,100,65000,170,6,1.5,36352.4946,192401.347,24.3120129,296.204115,223.389929,10103.8069
1,3.295866855655685e-06,3.3893588646116327e-09,212593616.939584,213256391.9611155,1304061.3223818154,1284347.450214751,51483058.79655855,2340493993.095807,2686994295.6016846,1068180091.056489,100,65000,170,6,1.5,33091.7987,171354.622,23.9919815,286.153008,222.799503,9512.74835
1,3.132778339374204e-06,3.991958655942174e-09,254749725.51987356,263150726.8733084,1279468.7397827925,1147356.1642817997,64014400.99268354,2814237057.7383947,2958016787.9266777,1525048897.2813003,100,65000,170,6,1.5,34262.4114,146577.422,28.0178271,290.335395,222.384203,9707.71745
1,3.943254575651488e-06,4.37758343280872e-09,212863455.8958277,215272018.5809453,1344098.876436354,1388964.0426281104,69905134.2427939,2715841916.671938,2384678987.864845,1559133825.2175608,100,65000,170,6,1.5,27828.3401,123637.916,33.9458834,280.994425,219.242072,9194.77253
1,3.5897269488654822e-06,4.188958596603925e-09,294260978.0629591,296039653.43635964,1342469.8810650583,1360873.484889835,62784293.82750702,2476446652.56367,2250693049.2678137,1553803314.3778188,100,65000,170,6,1.5,36889.6977,185755.43,26.0749776,299.722903,223.993817,10277.4602
1,4.009823732507069e-06,3.702009125059206e-09,221602589.52460223,267960374.0446289,1167806.454655995,1140433.3663790044,49424514.42474727,2594002750.7929654,2745302966.8911405,1496187616.4211135,100,65000,170,6,1.5,40781.3555,197266.7,27.2726978,293.848898,223.436993,9948.41308
