FRPRE_EXP_0,FRPRE_EXP_1,FRPRE_EXP_2,FRPRE_EXP_3,FRPRE_EXP_4,FRPRE_EXP_5,FRPRE_EXP_6,FRPRE_EXP_7,FRPRE_EXP_8,FRPRE_EXP_9,E2FD_TEMP,E2FD_FLOW,PFR1_TEMP,INIFD1_FLOW1,INIFD1_FLOW2,MWN_LDPE,MWW_LDPE,FSCBN_LDPE,TMAX_PFR1,TEMP_OUT,FLOW_LDPE
3.8607e-06,3.7905e-09,245127274.45569953,222248265.00511903,1033680.3913496506,1240000,60700000,2033761690.0521004,2735642169.6035347,1300000000,98.61438577434932,67952.18811687891,173.23258128814376,5.007501642873616,1.6629488883551589,33137.1173,165850.348,27.9664715,288.548352,225.048465,9856.53037
3.8607e-06,3.7905e-09,295421115.84785986,235854380.1956091,1167116.8277417854,1240000,60700000,2819852253.7186103,2099445707.4916494,1300000000,98.54034934297059,64496.35007960814,164.32984590138625,7.341789805830308,1.485650736871442,32380.0132,142583.479,26.5280505,289.753914,217.658862,9688.28286
3.8607e-06,3.7905e-09,228948673.6188012,288456463.22391963,1014627.3127475424,1240000,60700000,2857760965.5940013,2210346888.425339,1300000000,102.16250380149808,67985.03784501986,166.63922316103591,5.837308498436592,1.7440300492673477,38916.0997,186899.095,22.2996293,301.414057,223.595965,10636.4984
3.8607e-06,3.7905e-09,247188922.3035309,227130955.97713134,1256275.0755026457,1240000,60700000,2048225498.8314223,2361939034.221645,1300000000,99.32156932308635,68032.97238168468,161.80547737022556,6.42412014814829,1.4816332751712582,32105.6288,152768.792,27.4776668,289.786046,216.844801,10106.9573
3.8607e-06,3.7905e-09,297297132.884607,250361156.19744825,1125623.9977475596,1240000,60700000,2533564507.3216047,2830614871.2858005,1300000000,100.46795944950952,60180.775977910875,170.48412700186316,5.895219771995178,1.252515653529462,34491.5323,162516.428,25.1511881,286.350288,221.200628,9118.57888
3.8607e-06,3.7905e-09,229677596.94892833,290181709.6070188,1241658.5925328108,1240000,60700000,2108414780.727111,2363841842.2368155,1300000000,100.96152343373217,67949.94945701414,175.00804677908062,4.275586180297687,1.5470414343734462,38649.661,199620.532,22.3480697,301.189363,229.181924,10697.7034
3.8607e-06,3.7905e-09,259500717.8592449,294036238.10075337,1495815.5328131956,1240000,60700000,2432598526.3402247,2072682928.056221,1300000000,96.71831745093853,63212.059187320025,161.32510142768206,7.536048056400661,1.518932475519021,35653.6861,161675.557,22.2199826,303.569871,219.17632,10342.8373
3.8607e-06,3.7905e-09,262694293.20453516,201455822.6028785,1240157.747418939,1240000,60700000,2769165567.4864697,2057663538.433865,1300000000,104.85851062298174,64823.657267412935,174.61303049713496,6.322089500456437,1.2542822351882204,28963.0684,124161.056,30.3267306,278.614669,221.650263,9155.41875
3.8607e-06,3.7905e-09,267815257.33226967,212015246.29577112,1136998.9598223509,1240000,60700000,2693973678.259998,2397943683.1640143,1300000000,100.19266122707609,66850.28545997773,176.50118454725362,7.084921888559563,1.2644205825768786,30776.9154,133700.078,28.8769202,280.780742,222.589145,9430.05817
3.8607e-06,3.7905e-09,266483443.98958042,215522407.05661833,1123252.1026719806,1240000,60700000,2166330867.077002,2540198608.571109,1300000000,103.50951555272876,62734.82544035757,170.74063666515306,4.540015251160137,1.0189641454080633,31853.1603,154730.598,28.5856514,276.485135,220.460769,9066.7763
3.8607e-06,3.7905e-09,243294157.61238456,273855481.9604283,1286677.799520102,1240000,60700000,2560497716.6059065,2365474340.4512115,1300000000,95.44085789342562,66197.30307598482,168.578865420773,4.234987378060653,1.9915291329738127,36224.2045,178584.373,23.4908075,301.084844,226.496641,10335.4382
3.8607e-06,3.7905e-09,260330683.55128023,243579597.12314248,1046424.5561034298,1240000,60700000,2972591348.6063495,2491207020.6585736,1300000000,100.41294521183137,67098.77159060905,165.2028531539055,6.3268676688064005,1.4934377620852564,34649.7028,158148.887,25.5189185,288.142865,218.887847,9866.19226
3.8607e-06,3.7905e-09,256807715.85619608,201379317.32708612,1412542.1045286388,1240000,60700000,2667193806.161476,2834096674.9373403,1300000000,98.05754036707837,60093.81304376105,172.55368461976965,4.680652921491328,1.5771241008224575,28303.5104,125698.9,30.4095123,278.462882,223.802939,8556.77715
3.8607e-06,3.7905e-09,231276409.40199256,220769848.2869767,1120253.0175109946,1240000,60700000,2465582049.803134,2647351579.050177,1300000000,102.69859480805036,62342.820503606854,178.9723174086468,7.780282140990083,1.4459049243079174,31084.4393,136845.957,28.1433328,285.993947,225.027053,9112.98573
3.8607e-06,3.7905e-09,200103666.19729656,267998136.07427487,1066184.647510341,1240000,60700000,2157071619.7950335,2971792276.2626047,1300000000,98.1509427170237,60580.682517746296,176.04216894977873,6.117083731005408,1.5282078013703466,36351.801,179979.469,23.9693375,295.316302,226.878116,9451.00707
