epoch,train_loss,val_loss
1,1.087816472053528,0.9089009284973144
2,0.8523535513877869,0.7650285267829895
3,0.7970466995239258,0.7346183657646179
4,0.7598968935012818,0.712447485923767
5,0.7367882537841797,0.6983175992965698
6,0.7163162708282471,0.689329206943512
7,0.7174036240577698,0.6868792986869812
8,0.7025562715530396,0.6813098001480102
9,0.6937337136268615,0.6783274984359742
10,0.683089509010315,0.676627471446991
11,0.6736689400672913,0.6735543251037598
12,0.6797594165802002,0.6768333792686463
13,0.6731401300430297,0.6755269360542298
14,0.6668385195732117,0.6694561171531678
15,0.6658161163330079,0.6696076202392578
16,0.6660032892227172,0.6704397559165954
17,0.6645045566558838,0.6656385803222656
18,0.654513132572174,0.6691539645195007
19,0.6571163201332092,0.6646520638465881
20,0.6547674083709717,0.6654407358169556
21,0.654222800731659,0.6676456785202026
22,0.6387416505813599,0.6611028623580932
23,0.6457026982307434,0.6604869937896729
24,0.6448738312721253,0.6619875192642212
25,0.6420068407058716,0.663113248348236
26,0.6402173686027527,0.664803786277771
27,0.6419457149505615,0.6641176915168763
28,0.6407859134674072,0.6597042202949523
29,0.6369033765792846,0.6622649431228638
30,0.6362315559387207,0.6561197257041931
31,0.6400748252868652,0.654175500869751
32,0.6379595112800598,0.6542672276496887
33,0.6380838942527771,0.6571892070770263
34,0.6354926395416259,0.660143051147461
35,0.6377100491523743,0.6533747625350952
36,0.6301869654655456,0.6555575108528138
37,0.6340361547470093,0.6526816034317017
38,0.6281685042381286,0.6574838709831238
39,0.6274803233146667,0.6583033895492554
40,0.6314094471931457,0.6594942808151245
41,0.6236880397796631,0.6515009260177612
42,0.6219898247718811,0.6523867106437683
43,0.6209413409233093,0.6560970950126648
44,0.6274801301956177,0.654611918926239
45,0.6228107595443726,0.6534108400344849
46,0.6239474606513977,0.6519821333885193
47,0.621324737071991,0.6527145171165466
48,0.617425513267517,0.6503382229804993
49,0.6164145970344543,0.6521867823600769
50,0.6237296414375305,0.6527609395980835
51,0.6170088863372802,0.6519624900817871
52,0.6133947253227234,0.6546224927902222
53,0.616512815952301,0.6519401884078979
54,0.6153449487686157,0.650292980670929
55,0.6209355664253234,0.6536050653457641
56,0.6089083194732666,0.6530669355392456
57,0.6181962370872498,0.6536359739303589
58,0.624958164691925,0.6509217262268067
59,0.607760499715805,0.6471319484710694
60,0.6180815148353577,0.6454442453384399
61,0.6141470694541931,0.6468871188163757
62,0.6091057109832764,0.6458092045783996
63,0.6156918096542359,0.6518925023078919
64,0.6059168076515198,0.644780559539795
65,0.6042582249641418,0.6485518527030945
66,0.603305208683014,0.6459281349182129
67,0.6132796788215638,0.6477846264839172
68,0.6023975014686584,0.6478257536888122
69,0.610138738155365,0.6495466828346252
70,0.6095331835746766,0.6481143045425415
71,0.600875723361969,0.6493382596969605
72,0.6088509488105774,0.6472479295730591
73,0.6031330633163452,0.6465140533447266
74,0.604793312549591,0.6506071281433106
75,0.5940321922302246,0.6436297369003295
76,0.6050490522384644,0.6472125697135925
77,0.6042766869068146,0.6447106051445007
78,0.6036898922920227,0.6488476490974426
79,0.6068967461585999,0.6511969423294067
80,0.5978997087478638,0.6477738142013549
81,0.5986564421653747,0.6443507742881774
82,0.60202632188797,0.6529260301589965
83,0.6008476340770721,0.6466392922401428
84,0.5943437647819519,0.6487870454788208
85,0.5967738461494446,0.650470700263977
86,0.5963585495948791,0.647240047454834
87,0.5977539658546448,0.6490963673591614
88,0.5966572296619416,0.6527720189094544
89,0.6002058041095734,0.6524551963806152
90,0.602575421333313,0.6515604019165039
91,0.601185986995697,0.6506211042404175
92,0.6018039774894715,0.6593126678466796
93,0.6033114385604859,0.6536588549613953
94,0.5981525325775147,0.6479965376853943
95,0.59495192527771,0.6516503095626831
96,0.5909612703323365,0.6512588620185852
97,0.5922705912590027,0.6506908988952637
98,0.5965666437149048,0.6500781846046447
99,0.591246634721756,0.6518171739578247
100,0.5965391302108765,0.6569077754020691
101,0.6017639708518981,0.652629337310791
102,0.5969499778747559,0.6472673678398132
103,0.5916424036026001,0.650864930152893
104,0.5918642091751098,0.6540493655204773
105,0.5960662674903869,0.6498027610778808
106,0.590588984489441,0.6564322328567505
107,0.591609570980072,0.6535405230522155
108,0.5846993517875672,0.6522932314872741
109,0.5970004725456238,0.6543042016029358
110,0.5855265188217164,0.652760124206543
111,0.582073163986206,0.6538756680488587
112,0.5855663275718689,0.6562040638923645
113,0.5825285315513611,0.6533753657341004
114,0.5939772582054138,0.6537610268592835
115,0.5890037369728088,0.6498583602905273
116,0.5822021102905274,0.6578649091720581
117,0.5844089961051941,0.6622795033454895
118,0.585480227470398,0.6568630170822144
119,0.582607980966568,0.6556076502799988
120,0.5871751308441162,0.6629281115531921
121,0.5853952836990356,0.6548037385940552
122,0.5813253903388977,0.6557812738418579
123,0.5897844290733337,0.6558453178405762
124,0.5894241786003113,0.6509785509109497
125,0.582218269109726,0.6542287206649781
126,0.5874711918830872,0.6598592615127563
127,0.5810177099704742,0.657540671825409
128,0.5861671829223633,0.6599183773994446
129,0.5806563723087311,0.653796353340149
130,0.5890529036521912,0.6548997044563294
131,0.5796340298652649,0.6561699867248535
132,0.5816428589820862,0.656249942779541
133,0.5776518011093139,0.6528223538398743
134,0.5841720867156982,0.6548234415054321
135,0.5814404511451721,0.653873839378357
136,0.5927859938144684,0.6550437569618225
137,0.5815055847167969,0.6614358639717102
138,0.584302453994751,0.6569052767753601
139,0.5887817883491516,0.6525753831863403
140,0.5780722880363465,0.6622634196281433
141,0.5797067320346833,0.6580468344688416
142,0.5763800132274628,0.6537886476516723
143,0.579557535648346,0.6619489240646362
144,0.5828120040893555,0.6553074884414672
145,0.5800622582435608,0.6607009649276734
146,0.590682282447815,0.6526142191886902
147,0.5828464365005493,0.6600938844680786
148,0.5786803364753723,0.6585551261901855
149,0.5789195346832275,0.660184714794159
150,0.5694200050830841,0.6615974617004394
151,0.573676038980484,0.6568189001083374
152,0.5830864143371582,0.6560886430740357
153,0.5718940925598145,0.6631674003601075
154,0.5852122521400451,0.6544560694694519
155,0.5645034456253052,0.6584013247489929
156,0.5831287610530853,0.658185248374939
157,0.5816926193237305,0.6559776759147644
158,0.5784749341011047,0.6606845021247864
159,0.568248736858368,0.6586686182022095
160,0.573575472831726,0.6558504152297974
161,0.5709449696540833,0.6608551716804505
162,0.5811238360404968,0.6642807507514954
163,0.5734143400192261,0.6590115475654602
164,0.5784081876277923,0.6610429883003235
165,0.5806125426292419,0.6588740992546082
166,0.5757969141006469,0.6619776320457459
167,0.5710649275779724,0.6591009950637817
168,0.5772035312652588,0.6589782452583313
169,0.578929705619812,0.6607529425621033
170,0.5703437829017639,0.6544652676582337
171,0.5715853333473205,0.6559829664230347
172,0.568283953666687,0.6626460456848144
173,0.5643204522132873,0.6589163661003112
174,0.5649305272102356,0.6573647451400757
175,0.5664814496040345,0.6567288398742676
176,0.5709022235870361,0.6627522850036621
177,0.5684571838378907,0.660425763130188
178,0.5740680599212646,0.6655243873596192
179,0.5686307680606842,0.6651648950576782
180,0.5692477393150329,0.6658424329757691
181,0.5637119209766388,0.6594819402694703
182,0.5756795215606689,0.6596619820594788
183,0.5661355459690094,0.6556821179389953
184,0.5593507671356202,0.6622832036018371
185,0.573905656337738,0.6614571952819824
186,0.5670336532592773,0.6586497092247009
187,0.5690370059013367,0.6573587703704834
188,0.573709421157837,0.6575274586677551
189,0.5737906134128571,0.659344539642334
190,0.5650901412963867,0.6647753286361694
191,0.5730782556533813,0.6624653244018555
192,0.5619691932201385,0.6584215688705445
193,0.5661822938919068,0.659641273021698
194,0.574364869594574,0.6591281509399414
195,0.5710414171218872,0.6544954109191895
196,0.5575034618377686,0.6595571756362915
197,0.5653514528274536,0.6611331748962402
198,0.5699851810932159,0.6614810252189636
199,0.5645687711238861,0.6613825917243957
200,0.5641204380989074,0.6666021656990051
